,date,brand,days_visible_7,days_measured_7,visibility_7,appearances_7,opportunities_7,share_7,avg_normalized_inverted_rank_7,score_7,score_30,url_id,category
94,2017-03-06 0:00:00,Coca-Cola,4,4,1,21,400,0.0525,0.99,2.031975,2.031975,2158,Soda Soft Drinks
95,2017-03-06 0:00:00,Coca-Cola Life,4,4,1,4,400,0.01,0.7975,1.602975,1.602975,2158,Soda Soft Drinks
96,2017-03-06 0:00:00,Coke Zero,4,4,1,16,400,0.04,0.9725,1.9839,1.9839,2158,Soda Soft Drinks
97,2017-03-06 0:00:00,Diet Coke,4,4,1,18,400,0.045,1,2.045,2.045,2158,Soda Soft Drinks
98,2017-03-06 0:00:00,Diet Mountain Dew,4,4,1,5,400,0.0125,0.88,1.771,1.771,2158,Soda Soft Drinks
99,2017-03-06 0:00:00,Fanta,4,4,1,6,400,0.015,0.755,1.521325,1.521325,2158,Soda Soft Drinks
100,2017-03-06 0:00:00,Fever-Tree,4,4,1,20,400,0.05,0.7025,1.440125,1.440125,2158,Soda Soft Drinks
101,2017-03-06 0:00:00,Fresca,4,4,1,8,400,0.02,0.6975,1.40895,1.40895,2158,Soda Soft Drinks
102,2017-03-06 0:00:00,Gosling's,4,4,1,4,400,0.01,0.4425,0.889425,0.889425,2158,Soda Soft Drinks
103,2017-03-06 0:00:00,Hansen's,4,4,1,19,400,0.0475,0.525,1.0749375,1.0749375,2158,Soda Soft Drinks
104,2017-03-06 0:00:00,Hires Big H,2,4,0.5,2,200,0.01,0.085,0.12835,0.12835,2158,Soda Soft Drinks
105,2017-03-06 0:00:00,Mello Yello,1,4,0.25,1,100,0.01,0.03,0.0378,0.0378,2158,Soda Soft Drinks
106,2017-03-06 0:00:00,Mist TWST,2,4,0.5,2,200,0.01,0.17,0.2567,0.2567,2158,Soda Soft Drinks
107,2017-03-06 0:00:00,Mountain Dew,4,4,1,43,400,0.1075,0.8175,1.72288125,1.72288125,2158,Soda Soft Drinks
108,2017-03-06 0:00:00,Mug,4,4,1,4,400,0.01,0.8,1.608,1.608,2158,Soda Soft Drinks
109,2017-03-06 0:00:00,NO DATA,4,4,1,39,400,0.0975,0.7375,1.54690625,1.54690625,2158,Soda Soft Drinks
110,2017-03-06 0:00:00,Neuro,4,4,1,4,400,0.01,0.1875,0.376875,0.376875,2158,Soda Soft Drinks
111,2017-03-06 0:00:00,Pepsi,4,4,1,46,400,0.115,0.8825,1.8664875,1.8664875,2158,Soda Soft Drinks
