study_name,study_id,brand_name,brand_id,diq,study_class,sector,raw_mobile_score,mobile_class,raw_social_score,social_class,raw_digital_mkting_score,digital_mkting_class,raw_site_score,site_class
Personal Care 2015: U.S.,jShjsx3t,Colgate,Qgf7DzCreS,112,Gifted,Personal Care,12.51,Gifted,8.15,Average,21.49,Gifted,16.64,Average
Personal Care 2015: U.S.,jShjsx3t,Simple,86,111,Gifted,Beauty & Skincare,11.96,Average,9.68,Gifted,17.84,Gifted,19.06,Average
Personal Care 2015: U.S.,jShjsx3t,Philips Norelco,f6iCnSVZ2T,110,Gifted,Personal Care,8.87,Challenged,7.89,Average,18,Gifted,22.99,Gifted
Personal Care 2015: U.S.,jShjsx3t,Luvs,QxsJE7PCm4,110,Gifted,Personal Care,13.02,Gifted,9.46,Gifted,13.02,Challenged,22.38,Gifted
Personal Care 2015: U.S.,jShjsx3t,Aveeno,134,108,Average,Beauty & Skincare,11.07,Average,8.27,Average,17.23,Average,20.08,Gifted
Personal Care 2015: U.S.,jShjsx3t,Depend,4gpyd5UQqR,107,Average,Personal Care,10.46,Average,8.13,Average,17.21,Average,20.71,Gifted
Personal Care 2015: U.S.,jShjsx3t,Johnson's Baby,215,103,Average,Personal Care,14.32,Gifted,8.79,Gifted,13.46,Challenged,17.88,Average
Personal Care 2015: U.S.,jShjsx3t,Axe/Lynx,71,102,Average,Beauty & Skincare,13.4,Gifted,9.22,Gifted,13.93,Challenged,16.93,Average
Personal Care 2015: U.S.,jShjsx3t,Degree / Rexona,75,102,Average,Personal Care,13.17,Gifted,8.25,Average,14.1,Challenged,18.27,Average
Personal Care 2015: U.S.,jShjsx3t,Schick,7zbOFIhGJt,102,Average,Personal Care,11.23,Average,7.55,Average,17.1,Average,17.63,Average
Personal Care 2015: U.S.,jShjsx3t,Listerine,NPkODi7dBf,101,Average,Personal Care,12.53,Gifted,8,Average,14.97,Average,17.44,Average
Personal Care 2015: U.S.,jShjsx3t,Nivea,124,101,Average,Beauty & Skincare,8.62,Challenged,7.62,Average,18.53,Gifted,18.6,Average
Personal Care 2015: U.S.,jShjsx3t,Pull-Ups,mbRb7Bfhto,100,Average,Personal Care,12.98,Gifted,7.7,Average,13.62,Challenged,18.49,Average
Personal Care 2015: U.S.,jShjsx3t,Suave,88,99,Average,Beauty & Skincare,12.71,Gifted,6.96,Average,15.58,Average,16.77,Average
Personal Care 2015: U.S.,jShjsx3t,Panasonic,wm8it0rBgm,98,Average,Electronics,10.05,Challenged,6.57,Challenged,15.18,Average,19.86,Gifted
Personal Care 2015: U.S.,jShjsx3t,Braun,PAv9kMtRfE,98,Average,Personal Care,8.34,Challenged,8.07,Average,14.85,Average,20.58,Gifted
Personal Care 2015: U.S.,jShjsx3t,Sally Hansen,1465,96,Average,Beauty & Skincare,10.42,Average,10.38,Gifted,15.88,Average,14.05,Challenged
Personal Care 2015: U.S.,jShjsx3t,Arm & Hammer,lamTOYZgWV,95,Average,Personal Care,9.11,Challenged,7.97,Average,15.33,Average,17.68,Average
Personal Care 2015: U.S.,jShjsx3t,Vaseline,92,94,Average,Personal Care,11.5,Average,6.05,Challenged,14,Challenged,17.7,Average
Personal Care 2015: U.S.,jShjsx3t,Tena,pEzq1EHby2,88,Challenged,Personal Care,9.85,Challenged,0.2,Feeble,14.71,Average,21.44,Gifted
Personal Care 2015: U.S.,jShjsx3t,Banana Boat,XzchogvzKn,87,Challenged,Personal Care,11.32,Average,7.02,Average,10.69,Feeble,16.72,Average
Personal Care 2015: U.S.,jShjsx3t,Jergens,a8E11YLWmQ,87,Challenged,Personal Care,6.56,Feeble,7.3,Average,16.25,Average,15.88,Challenged
Personal Care 2015: U.S.,jShjsx3t,Q-Tips,1855,87,Challenged,Beauty & Skincare,10.5,Average,4.88,Feeble,13.31,Challenged,17,Average
Personal Care 2015: U.S.,jShjsx3t,Cetaphil,130,87,Challenged,Beauty & Skincare,11.27,Average,5.28,Feeble,13.4,Challenged,16.07,Average
Personal Care 2015: U.S.,jShjsx3t,Tom's of Maine,QwrxSQPyfm,86,Challenged,Personal Care,10.35,Average,8.17,Average,15.26,Average,11.63,Feeble
Personal Care 2015: U.S.,jShjsx3t,Always Discreet,fQVTqfYemy,84,Challenged,Personal Care,9.83,Challenged,5.46,Challenged,8.94,Feeble,20.01,Gifted
Personal Care 2015: U.S.,jShjsx3t,Playtex,PpDbmayRTc,84,Challenged,Personal Care,9.72,Challenged,5.84,Challenged,13.02,Challenged,15.4,Challenged
Personal Care 2015: U.S.,jShjsx3t,Veet,JQMXkCNU2I,82,Challenged,Personal Care,10.14,Average,6.34,Challenged,13.21,Challenged,13.44,Challenged
Personal Care 2015: U.S.,jShjsx3t,Summer's Eve,glJdeALwmL,81,Challenged,Personal Care,11.99,Average,4.09,Feeble,13.71,Challenged,13.11,Challenged
Personal Care 2015: U.S.,jShjsx3t,Speed Stick,1747,80,Challenged,Consumer Packaged Goods,9.4,Challenged,8.5,Gifted,15.43,Average,8.54,Feeble
Personal Care 2015: U.S.,jShjsx3t,Purell,5DhokrhSml,80,Challenged,Personal Care,6.07,Feeble,5.65,Challenged,11.68,Challenged,18.53,Average
Personal Care 2015: U.S.,jShjsx3t,Edge,H0S7wBSA7s,79,Challenged,Personal Care,9.02,Challenged,7.63,Average,8.89,Feeble,15.98,Challenged
Personal Care 2015: U.S.,jShjsx3t,Nivea For Men,zRUmS9H9EU,78,Challenged,Personal Care,10.08,Challenged,6.14,Challenged,12.73,Challenged,12.15,Feeble
Personal Care 2015: U.S.,jShjsx3t,Caress,1707,78,Challenged,Beauty & Skincare,12.39,Gifted,6.35,Challenged,10.31,Feeble,12.27,Feeble
Personal Care 2015: U.S.,jShjsx3t,Eucerin,tPuHjEWsSW,77,Challenged,Personal Care,9.3,Challenged,5.95,Challenged,11.7,Challenged,13.77,Challenged
Personal Care 2015: U.S.,jShjsx3t,Pond's,83,77,Challenged,Beauty & Skincare,10.74,Average,7.14,Average,10.5,Feeble,12.4,Feeble
Personal Care 2015: U.S.,jShjsx3t,Skintimate,qFW6Xu9IUu,77,Challenged,Personal Care,10.07,Challenged,7.45,Average,10.57,Feeble,12.25,Feeble
Personal Care 2015: U.S.,jShjsx3t,Irish Spring,1857,77,Challenged,Beauty & Skincare,8.19,Challenged,6.18,Challenged,13.29,Challenged,12.65,Challenged
Personal Care 2015: U.S.,jShjsx3t,Nair,hWmW66PYCT,76,Challenged,Personal Care,9.37,Challenged,5.15,Feeble,11.04,Feeble,14.27,Challenged
Personal Care 2015: U.S.,jShjsx3t,Sensodyne,SkkSSrbExr,76,Challenged,Personal Care,8.28,Challenged,7.19,Average,11.84,Challenged,12.59,Challenged
Personal Care 2015: U.S.,jShjsx3t,Carefree,YOSLZBhkED,76,Challenged,Personal Care,11.49,Average,5.94,Challenged,8.98,Feeble,13.71,Challenged
Personal Care 2015: U.S.,jShjsx3t,Stayfree,RiQELMRm9v,74,Challenged,Personal Care,11.15,Average,3.64,Feeble,10.93,Feeble,13.02,Challenged
Personal Care 2015: U.S.,jShjsx3t,Dial,1861,72,Challenged,Beauty & Skincare,7.07,Feeble,5.74,Challenged,13.97,Challenged,10.93,Feeble
Personal Care 2015: U.S.,jShjsx3t,Hawaiian Tropic,3aLR3TKmK8,71,Challenged,Personal Care,10.29,Average,4.06,Feeble,10.11,Feeble,12.86,Challenged
Personal Care 2015: U.S.,jShjsx3t,Coppertone,xKQsiFlUNs,69,Feeble,Personal Care,7.14,Feeble,6.9,Average,11.48,Challenged,10.94,Feeble
Personal Care 2015: U.S.,jShjsx3t,Right Guard,tTnuwGB6Dt,64,Feeble,Personal Care,6.78,Feeble,6.04,Challenged,12.14,Challenged,8.56,Feeble
Personal Care 2015: U.S.,jShjsx3t,Lubriderm,aOxAidrkB3,64,Feeble,Personal Care,10.74,Average,0.17,Feeble,8.87,Feeble,14.07,Challenged
Personal Care 2015: U.S.,jShjsx3t,Bic,wpVbniRch3,64,Feeble,Personal Care,5.48,Feeble,7.83,Average,13.31,Challenged,6.84,Feeble
Personal Care 2015: U.S.,jShjsx3t,Softsoap,1859,61,Feeble,Beauty & Skincare,5.49,Feeble,1.8,Feeble,12.6,Challenged,12.25,Feeble
Personal Care 2015: U.S.,jShjsx3t,Aquafresh,lA8M4Pvck2,61,Feeble,Personal Care,10.34,Average,2.42,Feeble,10.83,Feeble,8.78,Feeble
Personal Care 2015: U.S.,jShjsx3t,Scope,KVwjEppJKv,52,Feeble,Personal Care,7.11,Feeble,2.87,Feeble,9.77,Feeble,7.53,Feeble
Personal Care 2015: U.S.,jShjsx3t,ACT,Cn4W6dq8Z5,51,Feeble,Personal Care,6.84,Feeble,0,Feeble,10.3,Feeble,9.71,Feeble
Personal Care 2015: U.S.,jShjsx3t,Mitchum,UySibMOm9u,45,Feeble,Personal Care,7.48,Feeble,2.85,Feeble,7.99,Feeble,5.2,Feeble
Specialty Retail 2015,AvIaLoGF,Sephora,94,141,Genius,Retail,14.73,Gifted,6.84,Genius,30.66,Genius,22.8,Gifted
Specialty Retail 2015,AvIaLoGF,Victoria's Secret,273,135,Gifted,Retail,16.35,Genius,7.09,Genius,25.02,Gifted,23.71,Gifted
Specialty Retail 2015,AvIaLoGF,IKEA,356,129,Gifted,Retail,14.74,Gifted,6.36,Gifted,30.18,Genius,17.55,Average
Specialty Retail 2015,AvIaLoGF,Old Navy,XHRAGF6Gav,127,Gifted,Retail,15.23,Gifted,5.61,Gifted,29.17,Genius,17.74,Average
Specialty Retail 2015,AvIaLoGF,American Eagle Outfitters,1210,125,Gifted,Retail,14.86,Gifted,5.79,Gifted,24.17,Gifted,22.02,Gifted
Specialty Retail 2015,AvIaLoGF,H&M,1232,122,Gifted,Retail,15.36,Gifted,6.11,Gifted,28.9,Genius,14.93,Challenged
Specialty Retail 2015,AvIaLoGF,Ulta,QM1FQG5gjQ,122,Gifted,Retail,14.77,Gifted,5.7,Gifted,23.34,Gifted,21.31,Gifted
Specialty Retail 2015,AvIaLoGF,Gap,1215,122,Gifted,Retail,13.72,Gifted,5.95,Gifted,26.98,Genius,18.49,Average
Specialty Retail 2015,AvIaLoGF,Tiffany & Co.,264,120,Gifted,Watches & Jewelry,14.86,Gifted,5.93,Gifted,25.03,Gifted,18.44,Average
Specialty Retail 2015,AvIaLoGF,Zales,1149,119,Gifted,Retail,15.11,Gifted,5.21,Average,23.51,Gifted,19.89,Gifted
Specialty Retail 2015,AvIaLoGF,J.Crew,1241,119,Gifted,Retail,14.76,Gifted,4.76,Average,26.64,Gifted,17.48,Average
Specialty Retail 2015,AvIaLoGF,Williams-Sonoma,1135,118,Gifted,Retail,10.33,Challenged,5.74,Gifted,25.79,Gifted,21.11,Gifted
Specialty Retail 2015,AvIaLoGF,Forever 21,1532,118,Gifted,Retail,11.02,Average,5.49,Gifted,28.84,Genius,17.48,Average
Specialty Retail 2015,AvIaLoGF,Urban Outfitters,284,117,Gifted,Retail,11.1,Average,5.41,Gifted,27.11,Genius,18.59,Average
Specialty Retail 2015,AvIaLoGF,Crate & Barrel,383,116,Gifted,Retail,11.56,Average,4.31,Challenged,23.24,Gifted,22.92,Gifted
Specialty Retail 2015,AvIaLoGF,Steve Madden,1223,115,Gifted,Retail,12.37,Average,4.56,Average,21.78,Gifted,22.44,Gifted
Specialty Retail 2015,AvIaLoGF,Coach,404,115,Gifted,Fashion,13.66,Gifted,5.5,Gifted,20.57,Average,21.43,Gifted
Specialty Retail 2015,AvIaLoGF,Express,1214,113,Gifted,Retail,12.77,Gifted,4.81,Average,24.07,Gifted,18.91,Average
Specialty Retail 2015,AvIaLoGF,Pottery Barn,295,113,Gifted,Retail,12.5,Average,5.98,Gifted,24.23,Gifted,17.8,Average
Specialty Retail 2015,AvIaLoGF,PINK,sE7jLWNQXS,112,Gifted,Fashion,13.12,Gifted,5.04,Average,20.47,Average,20.9,Gifted
Specialty Retail 2015,AvIaLoGF,Anthropologie,436,112,Gifted,Retail,13.06,Gifted,5.07,Average,21.78,Gifted,19.88,Gifted
Specialty Retail 2015,AvIaLoGF,Ralph Lauren,145,111,Gifted,Fashion,12.23,Average,6.1,Gifted,22.91,Gifted,18.17,Average
Specialty Retail 2015,AvIaLoGF,Banana Republic,231,110,Gifted,Retail,13.82,Gifted,4.34,Challenged,21.97,Gifted,18.64,Average
Specialty Retail 2015,AvIaLoGF,Free People,1531,109,Average,Retail,9.62,Challenged,6.25,Gifted,23.48,Gifted,19.07,Average
Specialty Retail 2015,AvIaLoGF,Uniqlo,1234,108,Average,Retail,12.61,Average,3.98,Challenged,24.38,Gifted,16.41,Average
Specialty Retail 2015,AvIaLoGF,Fossil,1591,108,Average,Watches & Jewelry,12.52,Average,5.14,Average,21.05,Gifted,18.88,Average
Specialty Retail 2015,AvIaLoGF,Hollister,732,107,Average,Retail,15.02,Gifted,5.67,Gifted,18.55,Average,17.83,Average
Specialty Retail 2015,AvIaLoGF,Brooks Brothers,440,107,Average,Retail,12.76,Gifted,4.59,Average,22.23,Gifted,17.7,Average
Specialty Retail 2015,AvIaLoGF,Lands' End,khVxCHUVaw,107,Average,Sportswear,12.53,Average,4.12,Challenged,21.53,Gifted,19.16,Average
Specialty Retail 2015,AvIaLoGF,Abercrombie & Fitch,376,107,Average,Retail,14.32,Gifted,4.52,Average,20.53,Average,17.51,Average
Specialty Retail 2015,AvIaLoGF,Cole Haan,402,106,Average,Fashion,12.91,Gifted,4.46,Average,20.2,Average,19.17,Average
Specialty Retail 2015,AvIaLoGF,LOFT,824,106,Average,Retail,13.92,Gifted,4.06,Challenged,19.24,Average,19.58,Average
Specialty Retail 2015,AvIaLoGF,Kay Jewelers,nDSESB66ve,104,Average,Retail,11.27,Average,4.69,Average,20.43,Average,18.87,Average
Specialty Retail 2015,AvIaLoGF,Tory Burch,230,104,Average,Fashion,13.84,Gifted,5.59,Gifted,13.7,Challenged,22.61,Gifted
Specialty Retail 2015,AvIaLoGF,West Elm,482,104,Average,Retail,10.61,Average,5.58,Gifted,20.81,Average,18.46,Average
Specialty Retail 2015,AvIaLoGF,Nine West,1222,104,Average,Retail,11.09,Average,5.09,Average,17.23,Average,21.87,Gifted
Specialty Retail 2015,AvIaLoGF,Pier 1 Imports,zusrpSnZKJ,103,Average,Retail,10.8,Average,4.05,Challenged,19.14,Average,21.09,Gifted
Specialty Retail 2015,AvIaLoGF,Athleta,1261,102,Average,Sportswear,11.62,Average,3.42,Challenged,20.1,Average,19.45,Average
Specialty Retail 2015,AvIaLoGF,Michael Kors,873,102,Average,Fashion,11.89,Average,6.19,Gifted,17.56,Average,18.68,Average
Specialty Retail 2015,AvIaLoGF,Pandora,335,102,Average,Watches & Jewelry,11.52,Average,6.78,Genius,19.01,Average,17.19,Average
Specialty Retail 2015,AvIaLoGF,Ann Taylor,226,102,Average,Retail,11.18,Average,3.45,Challenged,21.38,Gifted,18.34,Average
Specialty Retail 2015,AvIaLoGF,Hugo Boss,294,102,Average,Fashion,12.46,Average,5.13,Average,15.19,Challenged,21.55,Gifted
Specialty Retail 2015,AvIaLoGF,Zara,1150,102,Average,Retail,12.19,Average,5.03,Average,24.28,Gifted,13.05,Challenged
Specialty Retail 2015,AvIaLoGF,Lululemon Athletica,834,100,Average,Retail,11.97,Average,5.28,Average,18.88,Average,17.32,Average
Specialty Retail 2015,AvIaLoGF,White House | Black Market,315,100,Average,Retail,14.16,Gifted,4.93,Average,14.11,Challenged,20.38,Gifted
Specialty Retail 2015,AvIaLoGF,Alex and Ani,8qM1L2AjI5,100,Average,Retail,12.04,Average,6.08,Gifted,19.42,Average,16,Challenged
Specialty Retail 2015,AvIaLoGF,Sur La Table,LKOhjGaB7B,100,Average,Retail,11.89,Average,4.23,Challenged,17.69,Average,19.31,Average
Specialty Retail 2015,AvIaLoGF,Lush,109,100,Average,Retail,12.97,Gifted,5.04,Average,15.52,Challenged,19.61,Average
Specialty Retail 2015,AvIaLoGF,Chico's,596,99,Average,Retail,15.43,Gifted,4.69,Average,14.25,Challenged,18.61,Average
Specialty Retail 2015,AvIaLoGF,Lilly Pulitzer,25lu2Qj2NF,99,Average,Fashion,12.34,Average,4.68,Average,14.74,Challenged,21.29,Gifted
Specialty Retail 2015,AvIaLoGF,Kate Spade,262,99,Average,Fashion,9.97,Challenged,6.12,Gifted,16.77,Challenged,19.97,Gifted
Specialty Retail 2015,AvIaLoGF,Aldo,504,98,Average,Retail,10.98,Average,4.49,Average,22.36,Gifted,14.72,Challenged
Specialty Retail 2015,AvIaLoGF,Tommy Hilfiger,172,97,Average,Fashion,12.17,Average,5.89,Gifted,15.67,Challenged,18.22,Average
Specialty Retail 2015,AvIaLoGF,Swarovski,372,97,Average,Watches & Jewelry,11.48,Average,4.22,Challenged,19.33,Average,16.75,Average
Specialty Retail 2015,AvIaLoGF,Aeropostale,1238,97,Average,Retail,10.19,Challenged,6.99,Genius,18.29,Average,16.35,Average
Specialty Retail 2015,AvIaLoGF,Madewell,1477,94,Average,Retail,11,Average,5.15,Average,17.13,Challenged,16.97,Average
Specialty Retail 2015,AvIaLoGF,Duluth Trading Company,MCstpBmXSK,93,Average,Retail,10.37,Challenged,4.62,Average,15.33,Challenged,19.31,Average
Specialty Retail 2015,AvIaLoGF,Topshop,419,92,Average,Retail,7.77,Feeble,5.57,Gifted,17.56,Average,17.99,Average
Specialty Retail 2015,AvIaLoGF,The Body Shop,150,91,Average,Retail,9.47,Challenged,3.64,Challenged,19.15,Average,16.27,Average
Specialty Retail 2015,AvIaLoGF,Joe Fresh,e7rFHSVb93,90,Average,Retail,13.19,Gifted,4.63,Average,12.96,Feeble,17.45,Average
Specialty Retail 2015,AvIaLoGF,Ethan Allen,666,90,Average,Retail,12.79,Gifted,3.59,Challenged,13.07,Feeble,18.6,Average
Specialty Retail 2015,AvIaLoGF,Cartier,476,87,Challenged,Watches & Jewelry,12.05,Average,5.81,Gifted,15.56,Challenged,13.15,Challenged
Specialty Retail 2015,AvIaLoGF,Tumi,1229,86,Challenged,Retail,8.26,Challenged,3.4,Challenged,13.13,Feeble,20.95,Gifted
Specialty Retail 2015,AvIaLoGF,Club Monaco,605,86,Challenged,Retail,9.8,Challenged,2.85,Feeble,17.04,Challenged,15.95,Challenged
Specialty Retail 2015,AvIaLoGF,Swatch,257,85,Challenged,Retail,9.95,Challenged,5.37,Gifted,14.39,Challenged,15.66,Challenged
Specialty Retail 2015,AvIaLoGF,Kenneth Cole,791,85,Challenged,Retail,9.63,Challenged,4.28,Challenged,14.67,Challenged,16.72,Average
Specialty Retail 2015,AvIaLoGF,Allen Edmonds,SC5jZhxaXu,85,Challenged,Fashion,9.04,Challenged,4.53,Average,11.56,Feeble,20.36,Gifted
Specialty Retail 2015,AvIaLoGF,Bath & Body Works,108,84,Challenged,Retail,11.93,Average,5.05,Average,15.18,Challenged,12.48,Feeble
Specialty Retail 2015,AvIaLoGF,Tourneau,1231,81,Challenged,Retail,9.51,Challenged,3.91,Challenged,12.19,Feeble,17.7,Average
Specialty Retail 2015,AvIaLoGF,Desigual,285,75,Challenged,Retail,8.38,Challenged,5.65,Gifted,10.26,Feeble,15.94,Challenged
Specialty Retail 2015,AvIaLoGF,Restoration Hardware,ZCaB6Msx7h,69,Feeble,Retail,8.08,Feeble,0.47,Feeble,15.09,Challenged,13.07,Challenged
Specialty Retail 2015,AvIaLoGF,French Connection,290,65,Feeble,Retail,7.1,Feeble,4,Challenged,10.65,Feeble,12.71,Challenged
Specialty Retail 2015,AvIaLoGF,Baccarat,362,44,Feeble,Watches & Jewelry,1.73,Feeble,2.51,Feeble,4.78,Feeble,14.7,Challenged
Spirits 2015,Nbl2moXK,Absolut,236,153,Genius,Drinks,10.03,Genius,19.95,Genius,24.22,Genius,15.93,Genius
Spirits 2015,Nbl2moXK,Maker's Mark,1492,142,Genius,Drinks,9.44,Genius,18.98,Gifted,22.57,Gifted,13.95,Genius
Spirits 2015,Nbl2moXK,Jim Beam,772,139,Gifted,Drinks,7.71,Gifted,17.31,Gifted,26.97,Genius,11.5,Gifted
Spirits 2015,Nbl2moXK,Bacardi,403,139,Gifted,Drinks,6.59,Average,17.22,Gifted,31.49,Genius,8.24,Average
Spirits 2015,Nbl2moXK,Jack Daniels,1491,137,Gifted,Drinks,8.95,Gifted,15.55,Gifted,27.26,Genius,11.1,Gifted
Spirits 2015,Nbl2moXK,Hennessy,267,135,Gifted,Drinks,7.27,Average,15.77,Gifted,26.47,Genius,12.39,Genius
Spirits 2015,Nbl2moXK,Smirnoff,276,134,Gifted,Drinks,6.55,Average,18.39,Gifted,26.28,Genius,10.07,Gifted
Spirits 2015,Nbl2moXK,Jameson,1564,133,Gifted,Drinks,10.14,Genius,17.77,Gifted,23.88,Genius,9.2,Gifted
Spirits 2015,Nbl2moXK,Malibu,1520,130,Gifted,Drinks,8.39,Gifted,19.58,Genius,18.9,Gifted,12.5,Genius
Spirits 2015,Nbl2moXK,Captain Morgan,1489,125,Gifted,Drinks,7.42,Gifted,17.57,Gifted,25.48,Genius,6.84,Challenged
Spirits 2015,Nbl2moXK,Johnnie Walker,368,122,Gifted,Drinks,3.58,Feeble,15.82,Gifted,24.26,Genius,12.15,Genius
Spirits 2015,Nbl2moXK,Ketel One,1500,121,Gifted,Drinks,7.31,Average,17.02,Gifted,21.3,Gifted,9.71,Gifted
Spirits 2015,Nbl2moXK,Belvedere,263,121,Gifted,Drinks,7.39,Gifted,17.34,Gifted,23.95,Genius,6.93,Challenged
Spirits 2015,Nbl2moXK,Patron,1510,119,Gifted,Drinks,7.29,Average,16.28,Gifted,19.73,Gifted,11.05,Gifted
Spirits 2015,Nbl2moXK,Sailor Jerry,1528,117,Gifted,Drinks,9.66,Genius,18.54,Gifted,18.03,Average,7.24,Challenged
Spirits 2015,Nbl2moXK,Laphroaig,1478,117,Gifted,Drinks,6.95,Average,16.51,Gifted,19.74,Gifted,10.38,Gifted
Spirits 2015,Nbl2moXK,Grey Goose,408,116,Gifted,Drinks,6.31,Average,17.47,Gifted,21.02,Gifted,8.42,Average
Spirits 2015,Nbl2moXK,Kahlua,1518,116,Gifted,Drinks,9.48,Genius,16.75,Gifted,18.52,Gifted,8.23,Average
Spirits 2015,Nbl2moXK,The Macallan,448,116,Gifted,Drinks,8.07,Gifted,18.15,Gifted,16.23,Average,10.47,Gifted
Spirits 2015,Nbl2moXK,Grand Marnier,1341,115,Gifted,Drinks,8.17,Gifted,17.73,Gifted,18.82,Gifted,7.88,Average
Spirits 2015,Nbl2moXK,Ciroc,430,114,Gifted,Drinks,7.47,Gifted,17.18,Gifted,19.62,Gifted,7.99,Average
Spirits 2015,Nbl2moXK,Pinnacle,GsGCeyv0AU,114,Gifted,Drinks,6.97,Average,12.71,Average,22.89,Gifted,9.75,Gifted
Spirits 2015,Nbl2moXK,Jagermeister,1517,113,Gifted,Drinks,9.81,Genius,15.84,Gifted,16.92,Average,9.03,Average
Spirits 2015,Nbl2moXK,Hendricks,1507,113,Gifted,Drinks,6.39,Average,15.32,Average,18.66,Gifted,11.25,Gifted
Spirits 2015,Nbl2moXK,Svedka,1568,113,Gifted,Drinks,8.04,Gifted,17.12,Gifted,18.6,Gifted,7.89,Average
Spirits 2015,Nbl2moXK,Woodford Reserve,1493,113,Gifted,Drinks,8.87,Gifted,16.41,Gifted,18.27,Average,8.28,Average
Spirits 2015,Nbl2moXK,Bailey's Irish Cream,1516,112,Gifted,Drinks,6.66,Average,13.88,Average,21.88,Gifted,9.03,Average
Spirits 2015,Nbl2moXK,Glenfiddich,405,111,Gifted,Drinks,7,Average,14.66,Average,20.91,Gifted,8.16,Average
Spirits 2015,Nbl2moXK,Crown Royal,1481,110,Average,Drinks,6.39,Average,14.77,Average,20.62,Gifted,8.56,Average
Spirits 2015,Nbl2moXK,The Balvenie,1586,110,Gifted,Drinks,8.72,Gifted,15.19,Average,17.62,Average,8.89,Average
Spirits 2015,Nbl2moXK,Tanqueray,1504,110,Average,Drinks,6.97,Average,12.89,Average,20.96,Gifted,9.56,Gifted
Spirits 2015,Nbl2moXK,Chivas Regal,232,109,Gifted,Drinks,8.68,Gifted,17.74,Gifted,18.07,Average,5.36,Feeble
Spirits 2015,Nbl2moXK,Tito's,UvyJUPnyWf,108,Average,Drinks,7.57,Gifted,15.86,Gifted,17.48,Average,8.49,Average
Spirits 2015,Nbl2moXK,Fireball,ud8e79CLnb,107,Average,Drinks,4.56,Feeble,17.26,Gifted,20,Gifted,7.05,Challenged
Spirits 2015,Nbl2moXK,Bombay Sapphire,1505,106,Average,Drinks,5.89,Challenged,15.06,Average,17.8,Average,9.8,Gifted
Spirits 2015,Nbl2moXK,Southern Comfort,1519,106,Average,Drinks,8.49,Gifted,14.9,Average,17.63,Average,7.28,Challenged
Spirits 2015,Nbl2moXK,Havana Club,1490,104,Average,Drinks,8.95,Gifted,15.32,Average,17.3,Average,5.99,Challenged
Spirits 2015,Nbl2moXK,Don Julio,1484,104,Average,Drinks,4.92,Challenged,14.38,Average,19.98,Gifted,8.2,Average
Spirits 2015,Nbl2moXK,Stolichnaya,1524,103,Average,Drinks,8.6,Gifted,14.32,Average,16.68,Average,7.49,Average
Spirits 2015,Nbl2moXK,Martell,485,102,Average,Drinks,7.37,Gifted,17.21,Gifted,13.01,Challenged,9.31,Gifted
Spirits 2015,Nbl2moXK,Courvoisier,1488,101,Average,Drinks,7.77,Gifted,9.76,Feeble,17.43,Average,11.4,Gifted
Spirits 2015,Nbl2moXK,Bulleit,1573,101,Average,Drinks,6.97,Average,12.04,Challenged,20.44,Gifted,6.73,Challenged
Spirits 2015,Nbl2moXK,Three Olives,1590,99,Average,Drinks,8,Gifted,14.06,Average,14.15,Challenged,9.26,Gifted
Spirits 2015,Nbl2moXK,Jose Cuervo,1511,98,Average,Drinks,4.14,Feeble,19.96,Genius,13.65,Challenged,7.18,Challenged
Spirits 2015,Nbl2moXK,The Glenlivet,1479,97,Average,Drinks,3.23,Feeble,13.81,Average,17.73,Average,9.86,Gifted
Spirits 2015,Nbl2moXK,Knob Creek,1574,96,Average,Drinks,5.61,Challenged,9.82,Challenged,19.9,Gifted,8.55,Average
Spirits 2015,Nbl2moXK,Highland Park,1585,95,Average,Drinks,7.19,Average,13.27,Average,12.85,Challenged,10.39,Gifted
Spirits 2015,Nbl2moXK,1800 Tequila,1482,94,Average,Drinks,5.05,Challenged,17.83,Gifted,10.24,Feeble,9.69,Gifted
Spirits 2015,Nbl2moXK,Remy Martin,968,94,Average,Drinks,6.48,Average,12,Challenged,13.26,Challenged,11.39,Gifted
Spirits 2015,Nbl2moXK,Aperol,9MvEvMDqKq,93,Average,Drinks,8.97,Gifted,13.49,Average,15.54,Average,4.64,Feeble
Spirits 2015,Nbl2moXK,Dewar's,299,92,Average,Drinks,6.97,Average,18.38,Gifted,11.94,Challenged,4.93,Feeble
Spirits 2015,Nbl2moXK,Tullamore Dew,fpxeQKYMgi,90,Average,Drinks,7.66,Gifted,11.8,Challenged,13.6,Challenged,8.35,Average
Spirits 2015,Nbl2moXK,Campari,1552,90,Average,Drinks,3.84,Feeble,12.99,Average,18.47,Average,6.09,Challenged
Spirits 2015,Nbl2moXK,Ardbeg,275,89,Challenged,Drinks,4.79,Challenged,9.49,Feeble,16.57,Average,9.72,Gifted
Spirits 2015,Nbl2moXK,Wild Turkey,1495,89,Average,Drinks,3.93,Feeble,14.93,Average,12.63,Challenged,9.44,Gifted
Spirits 2015,Nbl2moXK,Sauza,1512,87,Challenged,Drinks,3.53,Feeble,13.29,Average,13.99,Challenged,8.88,Average
Spirits 2015,Nbl2moXK,Grant's,1572,87,Average,Drinks,6.54,Average,15.77,Gifted,9.36,Feeble,8.1,Average
Spirits 2015,Nbl2moXK,Glenmorangie,380,86,Challenged,Drinks,7.43,Gifted,9.75,Feeble,13.21,Challenged,8.96,Average
